sku_id,node_name,week,max_supply,cap_pieces,source
Apparel_Integrated_S1,DC_Local_US,2025-W02,25000,,warmup
Apparel_Integrated_S1,Fabric_ES,2025-W02,50000,,warmup
Apparel_Integrated_S1,Factory_Local_ES,2025-W02,15000,,warmup
Apparel_Outsourced_S1,DC_Import_Buffer,2025-W02,25000,,warmup
Apparel_Outsourced_S1,Fabric_CN,2025-W02,50000,,warmup
Apparel_Outsourced_S1,Factory_Import_CN,2025-W02,15000,,warmup
Apparel_Integrated_S1,DC_Local_US,2025-W03,25000,,warmup
Apparel_Integrated_S1,Fabric_ES,2025-W03,50000,,warmup
Apparel_Integrated_S1,Factory_Local_ES,2025-W03,15000,,warmup
Apparel_Outsourced_S1,DC_Import_Buffer,2025-W03,25000,,warmup
Apparel_Outsourced_S1,Fabric_CN,2025-W03,50000,,warmup
Apparel_Outsourced_S1,Factory_Import_CN,2025-W03,15000,,warmup
Apparel_Integrated_S1,DC_Local_US,2025-W04,25000,,warmup
Apparel_Integrated_S1,Fabric_ES,2025-W04,50000,,warmup
Apparel_Integrated_S1,Factory_Local_ES,2025-W04,15000,,warmup
Apparel_Outsourced_S1,DC_Import_Buffer,2025-W04,25000,,warmup
Apparel_Outsourced_S1,Fabric_CN,2025-W04,50000,,warmup
Apparel_Outsourced_S1,Factory_Import_CN,2025-W04,15000,,warmup
Apparel_Integrated_S1,DC_Local_US,2025-W05,25000,,warmup
Apparel_Integrated_S1,Fabric_ES,2025-W05,50000,,warmup
Apparel_Integrated_S1,Factory_Local_ES,2025-W05,15000,,warmup
Apparel_Outsourced_S1,DC_Import_Buffer,2025-W05,25000,,warmup
Apparel_Outsourced_S1,Fabric_CN,2025-W05,50000,,warmup
Apparel_Outsourced_S1,Factory_Import_CN,2025-W05,15000,,warmup
Apparel_Integrated_S1,DC_Local_US,2025-W06,25000,,warmup
Apparel_Integrated_S1,Fabric_ES,2025-W06,50000,,warmup
Apparel_Integrated_S1,Factory_Local_ES,2025-W06,15000,,warmup
Apparel_Outsourced_S1,DC_Import_Buffer,2025-W06,25000,,warmup
Apparel_Outsourced_S1,Fabric_CN,2025-W06,50000,,warmup
Apparel_Outsourced_S1,Factory_Import_CN,2025-W06,15000,,warmup
Apparel_Integrated_S1,DC_Local_US,2025-W07,25000,,warmup
Apparel_Integrated_S1,Fabric_ES,2025-W07,50000,,warmup
Apparel_Integrated_S1,Factory_Local_ES,2025-W07,15000,,warmup
Apparel_Outsourced_S1,DC_Import_Buffer,2025-W07,25000,,warmup
Apparel_Outsourced_S1,Fabric_CN,2025-W07,50000,,warmup
Apparel_Outsourced_S1,Factory_Import_CN,2025-W07,15000,,warmup
Apparel_Integrated_S1,DC_Local_US,2025-W08,25000,,warmup
Apparel_Integrated_S1,Fabric_ES,2025-W08,50000,,warmup
Apparel_Integrated_S1,Factory_Local_ES,2025-W08,15000,,warmup
Apparel_Outsourced_S1,DC_Import_Buffer,2025-W08,25000,,warmup
Apparel_Outsourced_S1,Fabric_CN,2025-W08,50000,,warmup
Apparel_Outsourced_S1,Factory_Import_CN,2025-W08,15000,,warmup
Apparel_Integrated_S1,DC_Local_US,2025-W09,25000,,warmup
